Date,Index Level
2020-11-25,107.11725528067254
2020-11-26,105.3098167168602
2020-11-27,103.58354635032813
2020-11-30,101.18370814881756
2020-12-01,101.34826942413923
2020-12-02,101.06621507294417
2020-12-03,100.80851094026487
2020-12-04,100.30674593173843
2020-12-07,100.02283766688834
2020-12-08,99.82362509340032
2020-12-09,99.6467035384462
2020-12-10,99.26973966116958
2020-12-11,99.15796945194073
2020-12-14,99.38945430041814
2020-12-15,100.23428799138271
2020-12-16,100.99526979698862
2020-12-17,101.67079815375529
2020-12-18,102.03117641999249
2020-12-21,102.64336115229256
2020-12-22,103.37325474889067
2020-12-23,103.35986201676245
2020-12-24,103.62625525802356
2020-12-25,104.13457251070984
2020-12-28,104.37323715952324
2020-12-29,103.77674310621649
2020-12-30,103.5924974402172
2020-12-31,103.58902086051066
